P_1.RIC_1	P_1.RIC_2	P_1.RIC_3	P_1.RIC_4	P_1.RIC_5	P_1.RIC_6	P_1.RIC_7	P_1.RIC_8	P_1.RIC_9	P_1.RIC_10	P_1.RIC_11	P_2.RIC_1	P_2.RIC_2	P_2.RIC_3	P_2.RIC_4	P_2.RIC_5	P_2.RIC_6	P_2.RIC_7	P_2.RIC_8	P_2.RIC_9	P_2.RIC_10	P_2.RIC_11	P_3.RIC_1	P_3.RIC_2	P_3.RIC_4	P_3.RIC_5	P_3.RIC_6	P_3.RIC_7	P_3.RIC_8	P_3.RIC_9	P_3.RIC_10	P_3.RIC_11	P_4.RIC_1	P_4.RIC_2	P_4.RIC_3	P_4.RIC_4	P_4.RIC_5	P_4.RIC_6	P_4.RIC_7	P_4.RIC_8	P_4.RIC_9	P_4.RIC_10	P_4.RIC_11	P_5.RIC_1	P_5.RIC_2	P_5.RIC_3	P_5.RIC_4	P_5.RIC_5	P_5.RIC_6	P_5.RIC_7	P_5.RIC_8	P_5.RIC_9	P_5.RIC_10	P_5.RIC_11	P_6.RIC_1	P_6.RIC_2	P_6.RIC_3	P_6.RIC_4	P_6.RIC_5	P_6.RIC_6	P_6.RIC_7	P_6.RIC_8	P_6.RIC_9	P_6.RIC_10	P_6.RIC_11
4050.6	2933.8	2378.5	2559.8	3300.4	1815.1	3020.8	2838.9	3134	3163	2868.6	3238.6	2044.3	3299.4	3475.3	3116.3	1985.6	3200.6	3067.7	2570.6	2648.1	3443.8	28853	31354	30979	28472	24667	37624	18762	20005	17455	20215	37399	35354	43324	39545	59660	30907	63862	38070	52358	45338	45316	30814	34490	27943	42576	35632	37963	32523	36686	26775	30256	28415	45105	55071	54719	55733	52846	52723	68067	63250	66554	65503	58118
24889	15834	16545	15347	21878	11627	16395	12733	16975	13255	21258	45018	24819	28512	28090	47715	25742	24238	24475	24977	20806	31578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24912	20071	18780	17386	21801	18557	22682	18990	23561	28938	26193	24018	19937	21078	30577	21045	27956	21894	39914	28308	30803	27693	47684	56948	44645	41555	37878	38735	52346	49036	53180	32466	17694	21458	26453	30484	30555	17312	25535	28729	22750	29536	22386	94371	74307	84323	43581	61876	93112	72117	95535	71164	79890	66833	58633	71412	62648	56616	60706	56688	65237	55036	81914	53126	47391
50294	32244	42864	34065	33658	31206	38046	24554	36347	30148	38934	56453	36135	50779	42660	56554	39461	43446	36572	52843	35417	54115	66052	38116	36210	49564	35740	54957	37575	49165	37025	40897	89570	91003	113680	93466	134000	74215	218930	83807	101700	92343	96519	47186	30337	55569	39621	63259	46353	44651	35250	49353	46456	44170	133670	123240	131930	139690	142820	112640	159470	128670	187440	145700	107600
9727.6	15960	12193	14126	13009	12963	21458	12592	17697	15407	12842	3701.7	3746.8	6366.6	8173.6	10663	5610.6	4209.8	7293.4	4178.7	4128.7	4733.8	9804.3	13157	14741	9035.7	9883.9	9687.8	9308.5	19853	14456	12843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3783.2	6757.4	8830.6	7679	7567	6545.2	3671.2	10589	8988.6	7119.4	6327.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76943	79640	57538	67051	54482	62368	72379	48786	64676	88564	84415	48672	40259	57664	48632	56467	47898	45272	64182	36533	39594	57943	104800	117930	95521	75105	92152	107020	124920	152490	100930	116860	95613	131450	173640	112740	170120	101340	179700	131680	113940	113460	156180	169370	172800	176510	167820	212880	231150	209900	163610	254270	149310	170380	169850	230990	222440	320040	342510	221470	241540	180310	368440	241880	274270
4220.3	4832.1	5516	5353.1	4628.1	5281.1	5000.8	27732	NA	24649	5230.2	9304	5209.6	5741.8	6434.2	145380	5340.5	5292.2	4738.8	6388.6	4762.9	8160.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21902	21818	21360	18840	20348	16474	24356	14797	23431	19562	21401	10486	12234	18172	12565	17061	14981	15563	23655	15743	16599	15239	23302	22044	25437	21611	19615	21211	29522	36201	36222	21364	19837	25861	27109	30889	30215	22482	26237	32433	27989	31663	34018	49652	54224	65109	75598	69721	66781	66427	144200	60656	111800	50206	38908	71433	73634	62154	40152	55951	37821	61066	42899	58632	48817
10144	9807.5	10643	10349	8576.4	11154	9730.8	10231	8992	8873.1	10823	4690.2	5775.6	7731.8	5755.6	15231	7249.5	7209.9	6868.7	6333.3	4709.6	6670	17225	21972	20299	16383	21781	19535	22380	24502	22808	18147	13460	13692	17105	13492	21769	14480	12562	13607	10881	12111	10470	17979	20004	20226	20985	19551	20337	19149	18931	17784	16854	17659	10956	29115	19574	16047	15706	17438	18357	16305	37579	15978	10996
25882	25648	24029	25393	16343	15044	17280	16056	16741	18465	22412	3594.4	3901.9	4075.6	7044.1	7401.2	3214.9	3888	5854.7	5690.6	4060.7	5884.4	19882	23733	33823	20031	19565	21595	31516	42396	25905	24356	56636	56849	43851	71244	50474	47205	133040	68947	47079	56247	83564	20888	26646	22549	27743	29877	29489	16450	25339	31623	24026	20956	97731	75453	92379	50060	119490	89497	71321	79349	83303	72222	90305
19478	10238	13325	9254.8	12465	7745.2	11453	8093.1	8946.1	13094	12947	8073.5	4448.5	6283.6	7340.6	14575	4134.6	6723.3	6086.8	6231.4	5846.4	8075	17030	10727	10239	12685	10014	11428	11812	19336	11623	12472	16584	17143	28928	17476	30778	17850	30042	12375	16346	13025	16015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22567	12723	8995	11339	13900	8205	14957	10641	11469	9356.7	14331
31804	33307	29780	27727	29763	24137	30357	28879	28543	30156	32647	13753	11803	13601	13493	23508	12220	13446	18828	13348	16124	14798	37108	33363	34920	41045	31557	38584	38269	38349	34508	36801	7039.2	11583	12124	9273.2	10634	10456	19434	7765.6	10137	11645	12662	15300	15417	19343	16955	20417	17677	18713	17446	15959	17879	16887	51326	59544	58407	60331	70945	52392	62757	58444	51926	53880	56330
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2807.2	2327.2	2409.5	2468.2	2979.1	2157.3	2049.8	1801.1	1995.6	1806.3	2013.1	7725.6	6795.1	6505.2	7436.6	6619.9	6565.2	5491.9	7271	5878.2	5610.1	9991.5	12352	15855	9413.6	11246	6632.9	13855	9425	11869	8560.6	11432	3701.6	3029.6	3016.5	3217.8	4811.1	3365.1	1910.7	3143.3	3475.1	2177.6	3784.1	8652.8	7539.3	5166.3	8078.9	9509.9	9723	5799.7	7866.4	10579	2644.6	5546.6
6367.7	5540.4	5314.6	4961.8	7323.5	8022.2	6198.5	5759.7	5112.2	5546.8	6012.6	13435	12054	14833	14798	42615	17488	14894	13680	16930	13646	15956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46219	33428	54098	39661	50474	39501	44245	37623	57118	32691	34803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	253640	233400	219380	269000	249100	258990	235130	271260	264290	280550	369980
38397	43978	39079	28866	29153	31259	36826	32256	30964	31850	41029	20450	14158	29449	13379	29874	17436	17216	14235	14600	11880	22747	17045	18660	16985	18037	16161	18719	18832	20242	16385	17709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43355	45347	69552	47515	46935	47528	70261	38075	37426	31147	42926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39604	55484	63261	91218	220690	51349	84626	69486	75670	68322	86960	73019	42446	37196	38442	227360	78081	49004	68099	42419	75461	97267	92404	81957	64342	87124	56929	94182	63563	86279	74293	85826	276370	202730	1041200	222350	190020	111360	273980	217120	297150	430620	275980	52006	51810	35010	46496	35492	35147	58651	20910	40644	59742	46314	372220	377450	431230	236930	287340	388800	663520	393640	188860	319750	314540
6834.8	3455.1	4160.8	3760.8	5031.2	2858.8	4430.1	3512.4	4521.3	4005.4	6501.7	8072.3	3775.6	5536.7	4776.4	9341.6	5214.2	6826.1	4829.8	5569.4	4592.2	8252.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36714	28338	60788	32957	47260	18323	73537	23202	25518	25751	39982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16595	22711	21801	23874	18703	16004	13751	16767	18181	16443	17013
108140	115340	101520	97074	95617	96319	91967	78802	176160	102100	116610	37853	31585	37499	46580	34246	45492	42322	57301	33119	38493	51790	253590	207310	153360	157740	138030	165150	185810	252850	162760	168740	120450	126280	151320	130020	156580	124640	116270	109160	112430	121520	127120	210210	148000	160830	192050	180210	145560	126800	176200	170290	162610	150440	244800	151120	124670	172080	198230	185650	147290	143610	224220	141800	168110
402200	269880	336590	289450	469030	284130	400010	207440	342640	250370	369820	308510	337910	297400	254670	461150	291750	421310	278470	398160	264200	361160	710070	672000	641800	1078900	683570	1097600	871540	1231800	632700	931850	1719500	1421600	3576700	1323100	3881900	1360100	2490900	1435900	2470500	1916400	2069600	1081600	753170	793200	1073000	724860	848890	644430	999860	1005200	861330	947260	1909800	3634600	2530500	4075800	4706100	3230100	3915200	3063200	3765700	3268600	2814600
192080	221900	191450	204500	159880	205330	218960	190780	201830	220610	228300	158950	138050	196420	172760	158560	165250	159630	156970	174500	150270	169690	416850	521140	469990	493250	435670	503960	495840	545530	489560	482780	1842000	2093300	1735800	1983300	1696400	1785500	1833800	1878000	2270600	1719400	2141100	609380	545670	524430	683050	506780	671160	583340	591130	570240	648330	489140	2381200	3450400	2608800	3736800	2954800	2904600	2311700	3179700	2813800	2659200	2338400
149260	229010	314870	314020	255000	456100	301080	279640	316840	299410	307100	226800	300870	432170	444810	254540	508370	298780	250090	324810	366040	323930	451380	591640	861390	644280	623360	794330	1227800	965640	733450	737840	1382100	1350200	1569200	1156700	1918000	1392200	1649200	1915800	1851000	1969900	1567500	925730	425950	712450	828240	519880	781010	821880	659810	860900	994220	672400	1349900	2654700	1936700	1948400	2850400	2200900	1705100	2654600	1426000	1993300	1753000
19766	17686	20032	14874	23489	19797	35107	14314	43474	16383	32554	50422	17102	17721	14520	30100	15375	21543	14180	21613	13276	27886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
300550	351560	371820	324220	298650	300290	338670	341040	316130	317210	341260	307340	297530	382040	355440	330730	384110	415670	324290	429530	336300	400850	566780	779210	704930	587670	576510	749120	679360	778010	780850	651120	1934500	3417300	2502000	2642600	2817900	2496100	2094300	2049800	2442700	2702500	2549100	803710	567430	747290	770980	738450	761330	586380	762660	664800	681160	577350	2631700	3246800	2627500	2908600	2627100	2139300	2573000	2995900	2985200	3008200	2354900
51243	38736	58302	42833	44088	37956	77051	24520	41555	34126	65218	53570	18057	41236	19855	55553	28681	38522	25570	30648	29734	54735	141940	41862	39571	71427	40328	92656	34902	90290	43204	60359	73459	71975	127920	110800	242430	63833	153210	153060	109920	112620	136790	107910	100200	175870	103310	283110	95174	164750	159130	102140	138420	112250	871430	229340	338130	262210	251580	220210	301040	410340	402030	397580	276960
12558	17291	25099	15200	22387	12231	22830	12062	23802	13993	18347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6016.6	6196.6	6163.4	4983.7	5658.3	7287	6059.9	8146	7398.7	6818.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7033	4055.8	6741.6	4639.9	4489	4440.9	7254.5	4919.1	7071.2	4314.7	4573.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72707	64257	63905	59522	70507	60210	57761	59325	58210	64734	67543	47542	49463	57270	52617	68118	53377	50046	51923	49811	45554	55965	105890	140990	127500	109540	122900	114900	124180	124950	150320	124290	360610	408930	276980	454050	399680	313050	336370	403010	338780	377230	356560	97067	118980	98000	106680	119370	122870	96750	108770	83681	89682	91635	459840	399620	457970	488200	226120	356670	562580	287200	344880	307360	418840
19714	25702	21302	22490	21469	23571	28105	19521	23321	25195	25439	12979	9360.6	10468	9680.5	16679	9952.8	10712	12223	9209.5	9482.4	12428	62984	51303	48027	47070	44497	68155	54212	77514	50943	54714	16007	21344	32644	27515	48724	18989	32390	18492	23524	22847	22711	43236	43358	36284	52598	91058	54364	56346	51947	44285	50875	49254	71527	63614	57667	70246	54400	62315	70815	65650	68287	62118	57759
12023	7515.9	9054.9	6872.2	10694	6018.2	13619	6211	9512.7	7470.1	8792.1	3040.9	1488.7	2042.9	2057.8	2912.5	1725.9	2734.8	1619.3	2006.2	1862.1	2492.9	67474	33370	28898	27853	25623	51534	30530	64008	39058	35376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35683	25660	57321	33063	65337	29801	37728	21971	31699	22392	30034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21551	15564	13754	17590	19525	19312	13198	15623	12021	22780	17590	2496.6	3462.8	5126.9	5085.1	4620.8	5912.7	5115.7	4107.2	4914.8	5305.8	4890.6	12172	17726	18360	23204	17683	15529	23552	28334	14324	17883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18239	27677	26767	19002	13977	28319	17338	15473	28636	9466.1	17651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1105.3	1635	991.03	1079.9	1446.1	1506.1	1083.9	1144.7	1489.1	1680.4	1295.2	720.56	744.04	1711.6	870.88	1267.5	1332.2	770.91	1017	1249.6	1091.8	1424.4	11628	15734	16217	19073	12060	12745	16230	22104	11891	14482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36721	40700	54656	35704	43639	47578	45756	41238	34526	40052	38996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73668	84918	65223	54316	58513	74789	70298	60161	58634	69448	64907	22956	20782	25326	25579	27334	25069	21680	20773	22795	19103	24873	75437	82797	80482	88930	64821	86613	92838	82539	101330	86636	37590	53138	50855	63388	56182	40556	42197	48280	47174	40757	54481	75214	84869	88356	80509	87851	79862	74474	89984	75309	73871	76538	81543	115730	79579	78513	72587	59265	72401	82852	78890	85864	83845
333170	351600	340000	284930	348440	321670	406880	267080	411270	338760	385710	315070	262470	323130	266540	371340	313100	343940	326150	288410	310250	336800	540130	638530	528760	611090	572400	692390	618750	840330	625130	603920	562270	501080	595500	498110	482570	444140	371880	415740	645310	463150	514730	540810	472480	462480	551900	479180	484720	509080	438650	476640	520870	472510	1309000	1425600	1078800	1310700	1485200	1235200	1811300	1270800	1218500	1288400	1264300
8883.1	14081	9307.3	8464.9	10418	8715.6	9205	10360	8907.5	14311	9469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11805	13304	12335	14009	10752	11053	13062	12530	12881	11629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6328.6	6317.1	6455.4	7200	6075.3	7650.4	6953.7	6955.5	6304.4	6231.8	5700.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6035.2	8946.4	7538.5	8321.7	5065.8	7381.6	6732.6	7441.4	6130.8	8208	7207.1	11120	13734	16227	13308	22036	12473	13614	12357	10521	12647	12803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54392	66053	63152	59940	57678	62745	72253	61898	56291	61951	66054	26882	29906	49974	38905	38245	42183	37695	36788	43395	36414	41047	20643	28036	28815	27183	29268	26133	27628	27087	32152	23082	103860	154770	104770	155510	130300	130720	117320	134000	113820	123690	122160	18121	20483	17535	17888	13669	16850	18138	17261	17636	15651	16778	107000	130590	146200	150860	130080	139070	126200	106990	117750	149910	112790
5166.8	5456.9	4417	4695.6	3927.1	5028	6444.4	5538	4080	4943.1	4910.1	15146	17049	18017	15625	20566	16937	18797	18539	17738	16480	16761	3543	3907.3	2830.2	3510.8	2795.3	4251.9	4475.3	5738.2	2750.7	3019.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15737	16985	14298	14792	16340	15043	11235	15998	13577	10815	12285	11232	23462	26025	17207	16846	18478	19414	21563	18892	17803	15261
3870.2	3934.6	4443.8	3907.6	3497.4	4015.5	3588.4	4676.3	3982.7	4496.3	4929.3	5704.8	5138	5784.1	5818.3	6789.9	5767.8	5306.5	3954.6	5043.6	4100	4802.2	14537	10378	8253.2	10771	8329.1	12446	11074	12415	9452.5	14300	2960.7	2538.4	6259.4	1401.7	6029.9	2967.4	4121.1	3064.7	2238.8	2450.7	4430.5	18726	18689	24378	20698	29315	20725	31919	24347	19005	16516	23305	4856.1	NA	6112.9	NA	4148.8	3525.2	NA	NA	5342.2	NA	2345
90813	32539	95887	90889	92573	59817	82315	47802	78140	45322	85611	52637	49479	51309	82570	90416	63042	90061	47274	75920	45871	82562	253910	111830	130040	215670	137910	240510	132270	168100	167390	194200	88051	95762	205010	89114	163050	107160	337360	109400	103610	93654	135700	207930	147830	138790	132310	237050	143520	476690	163340	253690	177190	179080	167160	226610	113360	128100	234180	192760	331910	162850	285970	229930	200060
34268	49012	35807	50152	26196	40113	33056	44600	40598	65032	45117	21600	19908	32138	36914	32849	35047	28332	26882	29760	26945	32392	196600	212510	220210	192680	164670	206750	224320	188130	262090	180550	27190	50694	36505	44652	28986	38008	40549	35698	24317	33571	40873	79593	105200	114640	93984	133630	85795	92858	85270	76717	137870	89057	118860	101670	108030	91674	78822	88562	81054	73914	102070	94607	98664
66334	37576	70907	32476	52901	32678	45146	36187	40462	41265	52993	81985	27538	42614	38144	48534	34828	39978	36312	46506	38199	52757	48106	30864	27163	40876	25394	47955	31206	49744	34454	39060	55215	65874	122670	65831	109520	43039	97787	43935	49156	51020	76902	68876	63802	160590	66469	98745	60704	105080	52057	65949	53562	70396	165890	88499	158560	88581	131680	77356	185900	64620	138980	98153	111260
99233	74865	75659	76162	48290	98503	64119	71965	85256	73548	85133	82215	76824	108230	135220	93806	97714	86626	109310	76460	84126	98972	392600	435640	393050	431530	383670	410240	439550	433740	714700	396200	373720	552760	368540	446980	350550	487910	371050	354400	252600	499160	384390	368070	430210	441510	548570	431630	524060	387740	593810	382840	451610	396780	505250	665000	927760	765360	558630	1183200	544350	1093700	739190	601480	623600
1417.3	1628.8	1461.1	2032.9	1890.6	2110.5	2235.4	1597.5	2722.8	2276.9	1381.3	9481.9	1311.3	2050.3	1739.9	3456.4	1831	1974.6	1731.7	4759.4	2049.3	6393.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1038.7	794.17	948.76	889.57	1119.4	914.67	1109.2	1084.1	864.79	1615.8	1289.6	1300.8	1085.4	1532.1	1688.4	2936.9	1222.1	1488.8	1235.1	1432.2	2078.2	1828.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33178	49790	27832	50056	84719	51597	58963	44756	30356	59571	33361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2618.1	2731.2	3059.8	4488	6210.4	3121.6	5040.8	2460.3	9494.1	2438.7	3514.8	1834.7	1173	2075.5	2037.7	2603.6	1401	1590.9	2023.4	1890.7	1725.6	2203.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26443	26079	21490	15672	31204	18376	20527	14530	17053	20894	23407	13424	10569	18162	18761	26073	17232	17078	14893	24060	18062	18986	46878	38821	40387	45269	35991	44381	42964	62612	41743	39368	4536.9	4240.9	2354.2	5477.4	6491.3	4972.2	5077.3	4325.4	5173.4	4903.8	7890.9	51295	52369	45070	52617	43115	51366	49591	49659	69487	41638	45074	18502	29647	24486	27928	26159	24639	22126	24618	29142	28393	16171
203390	282560	192810	196900	161180	205240	212700	259560	171220	221410	220800	190920	202020	216600	207080	235660	197040	204730	227640	203470	213770	227630	456670	432650	416090	517850	386940	422440	486660	626420	385400	425510	1435500	1802400	1432300	1575600	1704700	1413200	1493300	1618900	2027500	1811300	1483300	530060	561090	437940	485790	506250	484050	461270	476340	475900	418280	446440	1347100	1539400	1690400	1666800	1740700	1474700	1533200	1394000	1036800	1511300	1476700
15050	17154	17715	11322	21027	12270	12564	14796	18363	20663	18371	16273	26926	17317	27101	21088	20453	17917	31687	19840	32977	27260	28940	24268	27545	30792	27019	30386	26706	30651	27414	27740	60690	67955	93125	63733	98677	73940	68883	89100	79830	97121	67095	111730	96164	118550	150210	162070	125090	212610	120250	93554	135060	119270	97969	78496	93384	83694	75445	101750	74320	142450	108680	133790	60483
9103.5	11636	7933.5	10540	8940	11650	10657	9020.5	10737	11789	11393	783.26	359.38	1066.4	461.11	604.31	626.69	353.41	475.71	526.85	403.24	461.42	5412.1	6294.2	6017.9	5454.6	5212.3	6312.9	6691.9	6519	5691.4	6573.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30719	32683	28821	37157	34034	36340	27013	36686	34107	34799	24618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183180	210350	173660	170890	167620	203130	214080	132510	224620	149030	200320	121600	169990	177170	183320	148040	166130	174190	145300	145750	147330	171430	255840	329040	367550	419180	331960	351470	362850	427050	332150	292710	1302600	1079400	946440	1216300	741450	899220	511750	1504600	1691900	683330	835640	455140	387960	392570	443900	404670	446770	275140	430020	397350	445260	372310	697970	1385400	993310	1295900	1056800	1245200	923480	1050900	1193700	1587400	1010700
161420	219050	164940	130690	242010	154450	220240	140480	169350	185070	205560	157180	171270	201230	175430	190020	160650	157890	109050	223730	160730	194620	403330	485630	506070	863350	437330	653440	479290	479270	468700	524060	541870	515280	801920	419910	620360	479290	490160	575760	768330	530160	554600	755360	565010	917870	732270	681610	457730	811600	534870	625890	562340	635640	640740	792160	618920	668480	723330	561480	827850	746000	832350	633060	604760
3731.4	4358.5	3590.2	4622.7	3558	4732.1	4651	4515.9	4514.6	6940.2	6341.1	21310	14099	21644	17991	23484	17587	18028	19214	19182	13321	20723	36631	36012	29280	42650	28069	45590	36542	43723	34694	41182	59985	88153	65094	60748	74617	60696	58003	59406	62148	44563	66485	46264	35705	47226	47234	46271	45888	50745	37717	45711	41829	42729	49845	50226	42175	52653	58574	53858	66637	49997	63146	59211	47430
165230	199950	214940	156830	203450	181670	205980	157800	199810	170830	223170	111220	86675	114880	81329	166610	109580	92479	109830	108990	92666	144700	471350	391580	387770	457260	371900	475850	407850	437250	384340	355950	498110	356690	550840	379920	587200	417950	403540	461740	482610	537070	432160	493590	357610	492020	399790	431440	483320	412030	537860	507980	475970	388600	619280	818220	703330	976720	643290	712100	847600	803270	760970	929040	655860
30097	18986	17678	15146	29316	19095	20922	14578	16644	20027	21686	22559	12627	24814	16154	23163	14953	19633	16045	22814	12746	22137	78924	89480	62558	100060	70151	91665	70641	103360	46029	79443	145710	146920	277620	149610	291350	117130	308540	107580	83359	145320	197990	70603	88039	122560	72989	96587	79155	101070	47745	52959	47104	71501	441500	350870	547560	378490	595620	369970	658860	335020	454860	340050	437270
25241	24845	36034	32027	19514	17734	23526	21498	22754	24289	32311	15108	12834	18342	15278	24607	15669	16596	15932	26285	33321	19779	58119	91267	68652	68483	61728	60748	79316	106970	79104	70665	42946	42813	52578	51695	53617	39172	42248	34841	44120	34104	44189	59545	88445	60662	129180	79795	59838	62108	59880	60991	53973	60719	41636	75865	58311	80860	48747	101020	56008	69733	82566	59277	59517
31842	41714	35688	35764	35834	35831	38395	30699	36539	31376	37623	19700	23061	28962	27689	22949	25545	26346	22313	24735	26935	26974	124520	121000	111800	125870	103350	148120	117320	138930	127550	118960	139700	202310	141980	192950	194530	168930	124750	162780	176430	187190	161510	114830	122620	104720	120380	128060	100820	136600	96123	97360	110910	91097	156110	205920	173170	176950	140650	161540	170780	169110	177980	208150	148440
34486	25827	29676	24083	24174	27679	28468	28929	25953	20601	30381	16056	5256.6	7400.8	14300	7864.6	11540	11138	13980	14342	8807.1	10751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
108550	182380	175050	143190	142840	147820	273290	147000	218010	171130	154190	70473	86025	118960	133570	122130	155070	103940	130810	98937	87579	119810	186360	165770	204510	110520	105040	128970	124060	260270	196340	152090	116580	93446	78574	143680	87874	61533	157470	113490	93753	74838	114890	108650	161450	160800	162030	161290	141270	113610	227590	202830	145680	131900	145920	271500	394900	300740	148760	296680	120080	222760	159220	242990	203800
37872	23533	37638	18815	34944	22181	31473	16407	29833	19976	32421	50136	23823	42198	25216	35068	26098	40186	30962	48406	24467	46585	69781	50666	51069	60795	46624	68398	44183	78585	50827	58811	58553	48152	77722	59247	82756	45145	71747	46874	53290	50162	74940	65944	55359	78721	51219	72326	53873	100360	41883	54020	46662	56098	49275	41594	53984	32292	44847	39822	55683	32605	46088	36893	38675
15703	10140	20466	9775.4	24059	9512.5	19346	11052	10846	14094	14897	22671	8079.2	21614	21582	26588	16820	13354	10298	21047	13386	23291	81333	54636	65852	58618	57104	61743	53636	83785	70078	63319	21670	28283	75084	38385	58476	22592	61726	26386	23040	43747	31519	129920	74198	140370	91314	147890	110060	133540	107840	108520	87123	103210	41050	29943	42167	42731	36359	40751	48346	36935	41172	34401	35502
102430	85549	91563	67742	76920	69398	72711	64710	64718	92241	98908	88401	44910	81208	58528	111560	67340	49245	93070	71682	43024	85987	340560	380980	309930	232900	281480	256380	256360	307270	299270	283680	231380	290660	309990	222280	349480	188200	571940	222480	175770	203290	281440	150930	179070	242600	166220	216450	200470	246430	137910	167310	164320	179610	516740	341310	429610	338160	609950	345060	544600	250770	464660	285320	445030
477030	367320	383210	302540	367330	312770	331930	378220	463630	357000	468510	698110	357450	505250	453070	516410	444460	450010	412430	447030	460790	540160	1743500	1050700	1056900	1697900	925910	1297700	1192100	1245000	1095600	1305800	1940000	2561300	3348200	1961100	3755500	1823100	4212600	2250600	1924200	2021200	3391700	1068300	978230	974940	1107800	1362600	1410800	1226400	1143900	1506300	1018500	1594700	1664500	1271800	1244800	1576900	1425300	949260	1629400	1150600	1660000	1223800	1333200
42046	43739	40438	31664	57867	44500	47132	40842	39421	44557	42281	47864	28823	41621	37784	35732	43635	36184	35203	42059	33076	42132	72788	71918	66536	70975	62562	70479	69982	76156	82362	66044	73872	94236	99254	106320	115070	79312	77257	82128	82538	80518	78242	67923	72395	77023	77668	82281	77109	67375	74307	69850	70284	64249	146940	160620	161610	139370	144680	118670	173690	143790	167260	148680	134820
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7139.6	9979.9	9807.7	5357.5	9741.4	6682.5	7564.3	10494	11211	7339.2	34847	87251	39394	40341	42727	51288	37853	72286	42067	46603	26273	13927	26992	25613	27543	57090	18869	24520	24896	25277	23805	18685	32083	40876	50691	58515	32968	38083	37138	35395	51815	52347	35346
